question_id;question_text;survey_name;directorate
Q09615;Berapa jarak ke fasilitas kesehatan terdekat?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09616;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09617;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09618;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Industri;Direktorat Statistik Industri
Q09619;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09620;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q09621;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09622;Bagaimana kondisi bangunan tempat tinggal?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09623;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09624;Berapa pendapatan usaha bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09625;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09626;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09627;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09628;Apakah Anda bekerja dalam seminggu terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09629;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09630;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09631;Apa tingkat pendidikan tertinggi yang diselesaikan?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09632;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09633;Berapa jumlah pekerja tetap di usaha ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09634;Bagaimana kondisi bangunan tempat tinggal?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09635;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09636;Apakah Anda menggunakan pupuk subsidi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09637;Berapa produksi komoditas utama musim panen terakhir?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09638;Berapa luas lahan yang diusahakan rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q09639;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09640;Apakah Anda bekerja dalam seminggu terakhir?;Survei Industri;Direktorat Statistik Industri
Q09641;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09642;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09643;Apakah rumah tangga memiliki akses sanitasi layak?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09644;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09645;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09646;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09647;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09648;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09649;Apakah usaha memiliki izin resmi?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09650;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei Industri;Direktorat Statistik Industri
Q09651;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09652;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09653;Apakah rumah memiliki sumber air minum layak?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09654;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09655;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09656;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09657;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09658;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09659;Apa jenis pekerjaan utama Anda?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09660;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09661;Apakah Anda menggunakan pupuk subsidi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09662;Apakah Anda bekerja dalam seminggu terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09663;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09664;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09665;Apakah Anda menggunakan pupuk subsidi?;Survei Industri;Direktorat Statistik Industri
Q09666;Berapa pendapatan usaha bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09667;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09668;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09669;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09670;Berapa pendapatan usaha bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09671;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09672;Berapa pendapatan usaha bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09673;Bagaimana kondisi bangunan tempat tinggal?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09674;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09675;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09676;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09677;Apakah rumah tangga memiliki akses sanitasi layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09678;Apakah Anda menggunakan internet untuk kegiatan usaha?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09679;Apa jenis pekerjaan utama Anda?;Survei Industri;Direktorat Statistik Industri
Q09680;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09681;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09682;Berapa luas lahan yang diusahakan rumah tangga?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09683;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09684;Apakah Anda menggunakan pupuk subsidi?;Survei Industri;Direktorat Statistik Industri
Q09685;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09686;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Industri;Direktorat Statistik Industri
Q09687;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09688;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09689;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09690;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09691;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09692;Apakah rumah memiliki sumber air minum layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09693;Apa hubungan Anda dengan kepala rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09694;Apakah rumah memiliki sumber air minum layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09695;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09696;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09697;Berapa pendapatan usaha bulan lalu?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09698;Berapa jumlah pekerja tetap di usaha ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09699;Apakah rumah tangga memiliki akses sanitasi layak?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09700;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09701;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09702;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09703;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09704;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09705;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q09706;Apakah anggota rumah tangga memiliki jaminan kesehatan?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09707;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q09708;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09709;Apakah rumah memiliki sumber air minum layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09710;Apa hubungan Anda dengan kepala rumah tangga?;Survei Industri;Direktorat Statistik Industri
Q09711;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09712;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09713;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09714;Berapa jumlah pekerja tetap di usaha ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09715;Apakah Anda bekerja dalam seminggu terakhir?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09716;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09717;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09718;Berapa produksi komoditas utama musim panen terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09719;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09720;Apakah usaha memiliki izin resmi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09721;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09722;Apa jenis pekerjaan utama Anda?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09723;Apakah Anda bekerja dalam seminggu terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09724;Apa jenis pekerjaan utama Anda?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09725;Apa jenis pekerjaan utama Anda?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09726;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09727;Berapa jumlah pekerja tetap di usaha ini?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09728;Apa jenis pekerjaan utama Anda?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09729;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09730;Berapa luas lahan yang diusahakan rumah tangga?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09731;Apakah rumah memiliki sumber air minum layak?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09732;Berapa jarak ke fasilitas kesehatan terdekat?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09733;Bagaimana kondisi bangunan tempat tinggal?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09734;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Industri;Direktorat Statistik Industri
Q09735;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09736;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09737;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09738;Apakah Anda menggunakan pupuk subsidi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09739;Apakah usaha memiliki izin resmi?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09740;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09741;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09742;Berapa jumlah pekerja tetap di usaha ini?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09743;Apakah Anda menggunakan pupuk subsidi?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09744;Berapa produksi komoditas utama musim panen terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09745;Apakah Anda menggunakan internet untuk kegiatan usaha?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09746;Berapa jumlah pekerja tetap di usaha ini?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09747;Apakah rumah memiliki sumber air minum layak?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09748;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q09749;Berapa jumlah anggota rumah tangga di tempat tinggal ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09750;Berapa produksi komoditas utama musim panen terakhir?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09751;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09752;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Industri;Direktorat Statistik Industri
Q09753;Apa jenis pekerjaan utama Anda?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09754;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09755;Berapa jarak ke fasilitas kesehatan terdekat?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09756;Apakah Anda pernah pindah tempat tinggal dalam lima tahun?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09757;Berapa jumlah pekerja tetap di usaha ini?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09758;Apa hubungan Anda dengan kepala rumah tangga?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09759;Apa hubungan Anda dengan kepala rumah tangga?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09760;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09761;Apakah Anda menggunakan internet untuk kegiatan usaha?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09762;Apakah rumah tangga memiliki akses sanitasi layak?;Survei Industri;Direktorat Statistik Industri
Q09763;Apakah Anda menggunakan pupuk subsidi?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09764;Berapa jarak ke fasilitas kesehatan terdekat?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09765;Apakah usaha memiliki izin resmi?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09766;Apakah rumah memiliki sumber air minum layak?;Sensus Penduduk;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09767;Berapa produksi komoditas utama musim panen terakhir?;Survei Industri;Direktorat Statistik Industri
Q09768;Berapa jumlah pekerja tetap di usaha ini?;Survei UMKM;Direktorat Statistik Distribusi dan Jasa
Q09769;Berapa luas lahan yang diusahakan rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09770;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Perumahan;Direktorat Statistik Perumahan dan Kawasan Permukiman
Q09771;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09772;Apakah rumah tangga memelihara ternak dalam setahun terakhir?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09773;Apakah usaha memiliki izin resmi?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09774;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09775;Berapa produksi komoditas utama musim panen terakhir?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09776;Apa tingkat pendidikan tertinggi yang diselesaikan?;Survei Hortikultura;Direktorat Statistik Pertanian
Q09777;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09778;Berapa jumlah pekerja tetap di usaha ini?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09779;Berapa pendapatan usaha bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09780;Berapa pengeluaran konsumsi pangan rumah tangga bulan lalu?;Survei Industri;Direktorat Statistik Industri
Q09781;Berapa luas lahan yang diusahakan rumah tangga?;Sakernas;Direktorat Statistik Kependudukan dan Ketenagakerjaan
Q09782;Bagaimana kondisi bangunan tempat tinggal?;Sensus Pertanian;Direktorat Statistik Pertanian
Q09783;Apa tingkat pendidikan tertinggi yang diselesaikan?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
Q09784;Apa hubungan Anda dengan kepala rumah tangga?;SUSENAS;Direktorat Statistik Kesejahteraan Rakyat
